pairname,ligand,receptor,Pair.Source,Pair.Evidence
Pgf_Flt1,Pgf,Flt1,known,literature supported
Oxt_Avpr1b,Oxt,Avpr1b,known,literature supported
Avp_Avpr1b,Avp,Avpr1b,known,literature supported
Gdnf_Slc44a5,Gdnf,Slc44a5,novel,putative
Vegfc_Vipr2,Vegfc,Vipr2,known,literature supported
Sct_Vipr2,Sct,Vipr2,novel,literature supported
Adcyap1_Vipr2,Adcyap1,Vipr2,known,literature supported
Vip_Vipr2,Vip,Vipr2,known,literature supported
Ccl25_Ackr4,Ccl25,Ackr4,known,literature supported
Cxcl13_Ackr4,Cxcl13,Ackr4,novel,literature supported
CR974586.5_Ackr4,CR974586.5,Ackr4,known,literature supported
CR974586.3_Ackr4,CR974586.3,Ackr4,known,literature supported
Ccl19_Ackr4,Ccl19,Ackr4,known,literature supported
Gm2564_Ackr4,Gm2564,Ackr4,known,literature supported
Ccl21c_Ackr4,Ccl21c,Ackr4,known,literature supported
Ccl21b_Ackr4,Ccl21b,Ackr4,known,literature supported
Ccl21a_Ackr4,Ccl21a,Ackr4,known,literature supported
Gm21541_Ackr4,Gm21541,Ackr4,known,literature supported
Gm13304_Ackr4,Gm13304,Ackr4,known,literature supported
Gm10591_Ackr4,Gm10591,Ackr4,known,literature supported
Ccl5_Ackr4,Ccl5,Ackr4,novel,literature supported
Ccl2_Ackr4,Ccl2,Ackr4,novel,literature supported
Ccl7_Ackr4,Ccl7,Ackr4,novel,literature supported
Ccl11_Ackr4,Ccl11,Ackr4,novel,literature supported
Ccl12_Ackr4,Ccl12,Ackr4,novel,literature supported
Ccl8_Ackr4,Ccl8,Ackr4,novel,literature supported
Adipoq_Adipor1,Adipoq,Adipor1,known,literature supported
Guca2a_Gucy2c,Guca2a,Gucy2c,known,literature supported
Guca2b_Gucy2c,Guca2b,Gucy2c,known,literature supported
Kitl_Kit,Kitl,Kit,known,literature supported
Clec11a_Kit,Clec11a,Kit,known,putative
Wnt5a_Ror1,Wnt5a,Ror1,novel,literature supported
Psap_Celsr1,Psap,Celsr1,novel,literature supported
Btla_Vtcn1,Btla,Vtcn1,novel,literature supported
Nxph3_Nrxn3,Nxph3,Nrxn3,known,literature supported
Nlgn1_Nrxn3,Nlgn1,Nrxn3,known,literature supported
Nxph1_Nrxn3,Nxph1,Nrxn3,known,literature supported
Nlgn2_Nrxn3,Nlgn2,Nrxn3,known,literature supported
Nlgn3_Nrxn3,Nlgn3,Nrxn3,known,literature supported
Apoe_Chrna4,Apoe,Chrna4,novel,putative
Tnfsf13b_Tnfrsf13c,Tnfsf13b,Tnfrsf13c,known,literature supported
1700013F07Rik_Plscr4,1700013F07Rik,Plscr4,novel,putative
BC055324_Plscr4,BC055324,Plscr4,novel,putative
Krtap4-2_Plscr4,Krtap4-2,Plscr4,novel,literature supported
Krtap4-7_Plscr4,Krtap4-7,Plscr4,novel,literature supported
Gm11555_Plscr4,Gm11555,Plscr4,novel,literature supported
Krtap4-1_Plscr4,Krtap4-1,Plscr4,novel,literature supported
Gm11563_Plscr4,Gm11563,Plscr4,novel,literature supported
Efemp2_Plscr4,Efemp2,Plscr4,novel,literature supported
Mdk_Tspan1,Mdk,Tspan1,novel,literature supported
Fn1_Itgb6,Fn1,Itgb6,known,literature supported
Fbn1_Itgb6,Fbn1,Itgb6,novel,putative
Tgfb1_Itgb6,Tgfb1,Itgb6,novel,literature supported
Vtn_Itgb6,Vtn,Itgb6,novel,literature supported
B2m_H2-Bl,B2m,H2-Bl,novel,literature supported
Calr_H2-Bl,Calr,H2-Bl,novel,putative
B2m_H2-Q2,B2m,H2-Q2,novel,literature supported
Calr_H2-Q2,Calr,H2-Q2,novel,putative
B2m_H2-T23,B2m,H2-T23,novel,literature supported
Calr_H2-T23,Calr,H2-T23,novel,putative
B2m_H2-K1,B2m,H2-K1,novel,literature supported
Calr_H2-K1,Calr,H2-K1,novel,putative
B2m_H2-Q5,B2m,H2-Q5,novel,literature supported
Calr_H2-Q5,Calr,H2-Q5,novel,putative
B2m_H2-M5,B2m,H2-M5,novel,literature supported
Calr_H2-M5,Calr,H2-M5,novel,putative
B2m_H2-Q1,B2m,H2-Q1,novel,literature supported
Calr_H2-Q1,Calr,H2-Q1,novel,putative
B2m_H2-M2,B2m,H2-M2,novel,literature supported
Calr_H2-M2,Calr,H2-M2,novel,putative
B2m_H2-M11,B2m,H2-M11,novel,literature supported
Calr_H2-M11,Calr,H2-M11,novel,putative
B2m_H2-D1,B2m,H2-D1,novel,literature supported
Calr_H2-D1,Calr,H2-D1,novel,putative
B2m_H2-Q6,B2m,H2-Q6,novel,literature supported
Calr_H2-Q6,Calr,H2-Q6,novel,putative
B2m_H2-Q7,B2m,H2-Q7,novel,literature supported
Calr_H2-Q7,Calr,H2-Q7,novel,putative
B2m_H2-Q4,B2m,H2-Q4,novel,literature supported
Calr_H2-Q4,Calr,H2-Q4,novel,putative
B2m_Gm8909,B2m,Gm8909,novel,literature supported
Calr_Gm8909,Calr,Gm8909,novel,putative
B2m_Gm7030,B2m,Gm7030,novel,literature supported
Calr_Gm7030,Calr,Gm7030,novel,putative
B2m_H2-M3,B2m,H2-M3,novel,literature supported
Calr_H2-M3,Calr,H2-M3,novel,putative
B2m_H2-M9,B2m,H2-M9,novel,literature supported
Calr_H2-M9,Calr,H2-M9,novel,putative
B2m_H2-M1,B2m,H2-M1,novel,literature supported
Calr_H2-M1,Calr,H2-M1,novel,putative
B2m_H2-Q10,B2m,H2-Q10,novel,literature supported
Calr_H2-Q10,Calr,H2-Q10,novel,putative
B2m_Gm11127,B2m,Gm11127,novel,literature supported
Calr_Gm11127,Calr,Gm11127,novel,putative
B2m_H2-T3,B2m,H2-T3,novel,literature supported
Calr_H2-T3,Calr,H2-T3,novel,putative
App_Slc45a3,App,Slc45a3,novel,putative
Shh_Hhip,Shh,Hhip,known,literature supported
Dhh_Hhip,Dhh,Hhip,known,literature supported
Ihh_Hhip,Ihh,Hhip,known,literature supported
Il12a_Il12rb1,Il12a,Il12rb1,known,literature supported
Il23a_Il12rb1,Il23a,Il12rb1,known,literature supported
Il12b_Il12rb1,Il12b,Il12rb1,known,literature supported
Timp3_Kdr,Timp3,Kdr,novel,literature supported
Vegfc_Kdr,Vegfc,Kdr,known,literature supported
Pdgfc_Kdr,Pdgfc,Kdr,known,literature supported
Col18a1_Kdr,Col18a1,Kdr,novel,literature supported
Grem1_Kdr,Grem1,Kdr,novel,putative
Vtn_Kdr,Vtn,Kdr,novel,putative
Vegfa_Kdr,Vegfa,Kdr,known,literature supported
Sema6d_Kdr,Sema6d,Kdr,known,literature supported
Il18_Il18r1,Il18,Il18r1,known,literature supported
Cntn2_Cntnap2,Cntn2,Cntnap2,novel,literature supported
Gnai2_Oprd1,Gnai2,Oprd1,novel,literature supported
Cxcl13_Oprd1,Cxcl13,Oprd1,novel,putative
Pomc_Oprd1,Pomc,Oprd1,known,literature supported
Pdyn_Oprd1,Pdyn,Oprd1,known,literature supported
Penk_Oprd1,Penk,Oprd1,known,literature supported
Qrfp_P2ry14,Qrfp,P2ry14,known,literature supported
Efnb2_Ephb3,Efnb2,Ephb3,known,literature supported
Efnb3_Ephb3,Efnb3,Ephb3,known,literature supported
Efnb1_Ephb3,Efnb1,Ephb3,known,literature supported
Gnai2_Cxcr3,Gnai2,Cxcr3,novel,putative
Cxcl11_Cxcr3,Cxcl11,Cxcr3,known,literature supported
Cxcl13_Cxcr3,Cxcl13,Cxcr3,novel,literature supported
Cxcl9_Cxcr3,Cxcl9,Cxcr3,known,literature supported
CR974586.5_Cxcr3,CR974586.5,Cxcr3,known,literature supported
CR974586.3_Cxcr3,CR974586.3,Cxcr3,known,literature supported
Ccl19_Cxcr3,Ccl19,Cxcr3,known,literature supported
Gm2564_Cxcr3,Gm2564,Cxcr3,known,literature supported
Cxcl10_Cxcr3,Cxcl10,Cxcr3,known,literature supported
Cxcl12_Cxcr3,Cxcl12,Cxcr3,known,literature supported
Ccl21c_Cxcr3,Ccl21c,Cxcr3,known,literature supported
Ccl21b_Cxcr3,Ccl21b,Cxcr3,known,literature supported
Ccl21a_Cxcr3,Ccl21a,Cxcr3,known,literature supported
Gm21541_Cxcr3,Gm21541,Cxcr3,known,literature supported
Gm13304_Cxcr3,Gm13304,Cxcr3,known,literature supported
Gm10591_Cxcr3,Gm10591,Cxcr3,known,literature supported
Pf4_Cxcr3,Pf4,Cxcr3,novel,literature supported
Ccl5_Cxcr3,Ccl5,Cxcr3,known,literature supported
Ccl7_Cxcr3,Ccl7,Cxcr3,known,literature supported
Ccl11_Cxcr3,Ccl11,Cxcr3,known,literature supported
Ccl20_Cxcr3,Ccl20,Cxcr3,known,literature supported
Guca2b_Gucy2e,Guca2b,Gucy2e,novel,literature supported
Il19_Il20ra,Il19,Il20ra,known,literature supported
Il20_Il20ra,Il20,Il20ra,known,literature supported
Il24_Il20ra,Il24,Il20ra,known,literature supported
Col1a2_Itga11,Col1a2,Itga11,novel,putative
Col1a1_Itga11,Col1a1,Itga11,known,literature supported
Nmu_Nmur1,Nmu,Nmur1,known,literature supported
Nms_Nmur1,Nms,Nmur1,known,literature supported
Mdk_Gm43720,Mdk,Gm43720,novel,putative
Mdk_Gpc2,Mdk,Gpc2,novel,putative
Bmp10_Acvrl1,Bmp10,Acvrl1,known,literature supported
Tgfb3_Acvrl1,Tgfb3,Acvrl1,known,literature supported
Tgfb1_Acvrl1,Tgfb1,Acvrl1,known,literature supported
Gdf2_Acvrl1,Gdf2,Acvrl1,known,literature supported
Fn1_Col13a1,Fn1,Col13a1,novel,literature supported
Hspg2_Col13a1,Hspg2,Col13a1,novel,literature supported
Nid1_Col13a1,Nid1,Col13a1,novel,literature supported
Nid2_Col13a1,Nid2,Col13a1,novel,literature supported
Kitl_Epor,Kitl,Epor,novel,literature supported
Epo_Epor,Epo,Epor,known,literature supported
Klk1b24_Epor,Klk1b24,Epor,novel,literature supported
Klk1b8_Epor,Klk1b8,Epor,novel,literature supported
Klk1_Epor,Klk1,Epor,novel,literature supported
Klk1b27_Epor,Klk1b27,Epor,novel,literature supported
Klk1b4_Epor,Klk1b4,Epor,novel,literature supported
Klk1b26_Epor,Klk1b26,Epor,novel,literature supported
Klk1b3_Epor,Klk1b3,Epor,novel,literature supported
Klk1b11_Epor,Klk1b11,Epor,novel,literature supported
Klk1b1_Epor,Klk1b1,Epor,novel,literature supported
Klk1b22_Epor,Klk1b22,Epor,novel,literature supported
Klk1b21_Epor,Klk1b21,Epor,novel,literature supported
Klk1b5_Epor,Klk1b5,Epor,novel,literature supported
Klk1b9_Epor,Klk1b9,Epor,novel,literature supported
Klk1b16_Epor,Klk1b16,Epor,novel,literature supported
Rbp4_Stra6,Rbp4,Stra6,novel,literature supported
Nts_Ngfr,Nts,Ngfr,novel,putative
Il2_Ngfr,Il2,Ngfr,novel,literature supported
App_Ngfr,App,Ngfr,novel,putative
Ngf_Ngfr,Ngf,Ngfr,known,literature supported
Bdnf_Ngfr,Bdnf,Ngfr,known,literature supported
Rtn4_Ngfr,Rtn4,Ngfr,novel,putative
Ntf5_Ngfr,Ntf5,Ngfr,known,literature supported
Omg_Ngfr,Omg,Ngfr,novel,putative
Ntf3_Ngfr,Ntf3,Ngfr,known,literature supported
Tnf_Ltbr,Tnf,Ltbr,known,putative
Tnfsf14_Ltbr,Tnfsf14,Ltbr,known,literature supported
Ltb_Ltbr,Ltb,Ltbr,known,literature supported
Lta_Ltbr,Lta,Ltbr,known,literature supported
Hcrt_Npffr2,Hcrt,Npffr2,novel,literature supported
Npff_Npffr2,Npff,Npffr2,known,literature supported
Npvf_Npffr2,Npvf,Npffr2,known,literature supported
Npy_Npffr2,Npy,Npffr2,novel,literature supported
Fn1_Tmprss6,Fn1,Tmprss6,novel,literature supported
Col1a1_Tmprss6,Col1a1,Tmprss6,novel,literature supported
Lama1_Tmprss6,Lama1,Tmprss6,novel,literature supported
Shh_Ptch1,Shh,Ptch1,known,literature supported
Dhh_Ptch1,Dhh,Ptch1,novel,literature supported
Ihh_Ptch1,Ihh,Ptch1,known,literature supported
Ptn_Ptprz1,Ptn,Ptprz1,known,literature supported
Tnc_Ptprz1,Tnc,Ptprz1,novel,putative
Mdk_Ptprz1,Mdk,Ptprz1,known,literature supported
Egf_Erbb3,Egf,Erbb3,novel,literature supported
Nrg1_Erbb3,Nrg1,Erbb3,known,literature supported
Ereg_Erbb3,Ereg,Erbb3,novel,putative
Btc_Erbb3,Btc,Erbb3,known,literature supported
Mcub_Erbb3,Mcub,Erbb3,novel,literature supported
Nrg2_Erbb3,Nrg2,Erbb3,known,literature supported
L1cam_Erbb3,L1cam,Erbb3,novel,literature supported
Tgfa_Erbb3,Tgfa,Erbb3,novel,putative
Cdh1_Erbb3,Cdh1,Erbb3,novel,putative
Angpt2_Tie1,Angpt2,Tie1,novel,putative
Angpt4_Tie1,Angpt4,Tie1,novel,putative
Angptl4_Tie1,Angptl4,Tie1,novel,putative
Angptl2_Tie1,Angptl2,Tie1,novel,putative
Angpt1_Tie1,Angpt1,Tie1,known,literature supported
Lamb1_Itga7,Lamb1,Itga7,novel,putative
Lamc1_Itga7,Lamc1,Itga7,novel,putative
Tnc_Itga7,Tnc,Itga7,novel,literature supported
Lama2_Itga7,Lama2,Itga7,known,literature supported
Lama1_Itga7,Lama1,Itga7,known,literature supported
Dusp18_Itga7,Dusp18,Itga7,known,EXCLUDED not ligand
Farp2_Plxna1,Farp2,Plxna1,novel,putative
Nov_Plxna1,Nov,Plxna1,novel,putative
Sema3f_Plxna1,Sema3f,Plxna1,novel,putative
Sema3a_Plxna1,Sema3a,Plxna1,known,literature supported
Sema6d_Plxna1,Sema6d,Plxna1,known,literature supported
Calm1_Gp6,Calm1,Gp6,novel,EXCLUDED not ligand
Calm3_Gp6,Calm3,Gp6,novel,EXCLUDED not ligand
Calm2_Gp6,Calm2,Gp6,novel,EXCLUDED not ligand
Hspg2_Chrm3,Hspg2,Chrm3,novel,putative
Gzmc_Chrm3,Gzmc,Chrm3,novel,literature supported
Gzmb_Chrm3,Gzmb,Chrm3,novel,literature supported
Cela3b_Chrm3,Cela3b,Chrm3,novel,putative
Cela3a_Chrm3,Cela3a,Chrm3,novel,putative
Kng2_Bdkrb2,Kng2,Bdkrb2,known,literature supported
Kng1_Bdkrb2,Kng1,Bdkrb2,known,literature supported
Ace_Bdkrb2,Ace,Bdkrb2,novel,literature supported
Dkk1_Kremen2,Dkk1,Kremen2,known,literature supported
Dkk2_Kremen2,Dkk2,Kremen2,novel,literature supported
H2-Bl_Slc16a4,H2-Bl,Slc16a4,novel,putative
H2-Q2_Slc16a4,H2-Q2,Slc16a4,novel,putative
H2-T23_Slc16a4,H2-T23,Slc16a4,novel,putative
H2-K1_Slc16a4,H2-K1,Slc16a4,novel,putative
H2-Q5_Slc16a4,H2-Q5,Slc16a4,novel,putative
H2-M5_Slc16a4,H2-M5,Slc16a4,novel,putative
H2-Q1_Slc16a4,H2-Q1,Slc16a4,novel,putative
H2-M2_Slc16a4,H2-M2,Slc16a4,novel,putative
H2-M11_Slc16a4,H2-M11,Slc16a4,novel,putative
H2-D1_Slc16a4,H2-D1,Slc16a4,novel,putative
H2-Q6_Slc16a4,H2-Q6,Slc16a4,novel,putative
H2-Q7_Slc16a4,H2-Q7,Slc16a4,novel,putative
H2-Q4_Slc16a4,H2-Q4,Slc16a4,novel,putative
Gm8909_Slc16a4,Gm8909,Slc16a4,novel,putative
Gm7030_Slc16a4,Gm7030,Slc16a4,novel,putative
H2-M3_Slc16a4,H2-M3,Slc16a4,novel,putative
H2-M9_Slc16a4,H2-M9,Slc16a4,novel,putative
H2-M1_Slc16a4,H2-M1,Slc16a4,novel,putative
H2-Q10_Slc16a4,H2-Q10,Slc16a4,novel,putative
Gm11127_Slc16a4,Gm11127,Slc16a4,novel,putative
H2-T3_Slc16a4,H2-T3,Slc16a4,novel,putative
Il19_Il20rb,Il19,Il20rb,known,literature supported
Il20_Il20rb,Il20,Il20rb,known,literature supported
Il24_Il20rb,Il24,Il20rb,known,literature supported
C4b_C3ar1,C4b,C3ar1,novel,literature supported
C3_C3ar1,C3,C3ar1,known,literature supported
Psap_Gpr37l1,Psap,Gpr37l1,known,literature supported
Cd34_Sell,Cd34,Sell,known,literature supported
Podxl2_Sell,Podxl2,Sell,known,literature supported
Podxl_Sell,Podxl,Sell,novel,literature supported
Calm1_Sell,Calm1,Sell,novel,EXCLUDED not ligand
Calm3_Sell,Calm3,Sell,novel,EXCLUDED not ligand
Selplg_Sell,Selplg,Sell,novel,literature supported
Cfhr2_Sell,Cfhr2,Sell,known,literature supported
Cfh_Sell,Cfh,Sell,known,literature supported
Gm4788_Sell,Gm4788,Sell,known,literature supported
Calm2_Sell,Calm2,Sell,novel,EXCLUDED not ligand
Vcan_Sell,Vcan,Sell,novel,putative
Selplg_Sele,Selplg,Sele,known,literature supported
Serping1_Sele,Serping1,Sele,novel,literature supported
Cntn4_Ptprg,Cntn4,Ptprg,novel,literature supported
Il23a_Il23r,Il23a,Il23r,known,literature supported
Il12b_Il23r,Il12b,Il23r,novel,literature supported
Ltb_Cd40,Ltb,Cd40,known,literature supported
Cd40lg_Cd40,Cd40lg,Cd40,known,literature supported
Ntng2_Lrrc4,Ntng2,Lrrc4,novel,literature supported
Chad_Itgb1,Chad,Itgb1,known,literature supported
Fgb_Itgb1,Fgb,Itgb1,novel,literature supported
Fga_Itgb1,Fga,Itgb1,novel,literature supported
Fgg_Itgb1,Fgg,Itgb1,novel,literature supported
Adam12_Itgb1,Adam12,Itgb1,known,literature supported
Col4a1_Itgb1,Col4a1,Itgb1,known,literature supported
Fbln1_Itgb1,Fbln1,Itgb1,novel,literature supported
Fn1_Itgb1,Fn1,Itgb1,known,literature supported
Lama4_Itgb1,Lama4,Itgb1,novel,putative
Matn1_Itgb1,Matn1,Itgb1,novel,literature supported
Hspg2_Itgb1,Hspg2,Itgb1,novel,literature supported
Plg_Itgb1,Plg,Itgb1,known,literature supported
Adam2_Itgb1,Adam2,Itgb1,known,literature supported
Col6a3_Itgb1,Col6a3,Itgb1,novel,putative
Adam15_Itgb1,Adam15,Itgb1,known,literature supported
Fbn1_Itgb1,Fbn1,Itgb1,novel,literature supported
Vegfc_Itgb1,Vegfc,Itgb1,novel,putative
Spp1_Itgb1,Spp1,Itgb1,novel,literature supported
Csf2_Itgb1,Csf2,Itgb1,novel,putative
Npnt_Itgb1,Npnt,Itgb1,known,literature supported
Reln_Itgb1,Reln,Itgb1,known,literature supported
Plau_Itgb1,Plau,Itgb1,novel,putative
Col18a1_Itgb1,Col18a1,Itgb1,known,literature supported
Col1a2_Itgb1,Col1a2,Itgb1,novel,putative
Timp2_Itgb1,Timp2,Itgb1,novel,literature supported
Lamc2_Itgb1,Lamc2,Itgb1,known,literature supported
Cxcl12_Itgb1,Cxcl12,Itgb1,novel,literature supported
Lamb3_Itgb1,Lamb3,Itgb1,novel,putative
Col1a1_Itgb1,Col1a1,Itgb1,known,literature supported
Lamb1_Itgb1,Lamb1,Itgb1,known,literature supported
Lamc1_Itgb1,Lamc1,Itgb1,novel,putative
Nid1_Itgb1,Nid1,Itgb1,novel,putative
Thbs2_Itgb1,Thbs2,Itgb1,novel,literature supported
Sema7a_Itgb1,Sema7a,Itgb1,novel,literature supported
Vcam1_Itgb1,Vcam1,Itgb1,known,literature supported
F13a1_Itgb1,F13a1,Itgb1,novel,literature supported
Adam9_Itgb1,Adam9,Itgb1,known,literature supported
Lamc3_Itgb1,Lamc3,Itgb1,novel,putative
Vtn_Itgb1,Vtn,Itgb1,novel,putative
Col4a3_Itgb1,Col4a3,Itgb1,novel,putative
Col2a1_Itgb1,Col2a1,Itgb1,known,literature supported
Tnc_Itgb1,Tnc,Itgb1,novel,literature supported
Col5a1_Itgb1,Col5a1,Itgb1,novel,putative
Col11a1_Itgb1,Col11a1,Itgb1,novel,putative
Cd14_Itgb1,Cd14,Itgb1,novel,literature supported
Mdk_Itgb1,Mdk,Itgb1,novel,putative
Col6a1_Itgb1,Col6a1,Itgb1,novel,putative
Icam4_Itgb1,Icam4,Itgb1,novel,literature supported
Vcan_Itgb1,Vcan,Itgb1,novel,literature supported
Angpt1_Itgb1,Angpt1,Itgb1,novel,putative
Adam17_Itgb1,Adam17,Itgb1,known,literature supported
Col6a2_Itgb1,Col6a2,Itgb1,novel,putative
Tgm2_Itgb1,Tgm2,Itgb1,novel,literature supported
Col7a1_Itgb1,Col7a1,Itgb1,novel,putative
Lama2_Itgb1,Lama2,Itgb1,known,literature supported
Col4a4_Itgb1,Col4a4,Itgb1,novel,putative
Vegfa_Itgb1,Vegfa,Itgb1,novel,putative
Lama1_Itgb1,Lama1,Itgb1,known,literature supported
Col4a6_Itgb1,Col4a6,Itgb1,novel,putative
Lama5_Itgb1,Lama5,Itgb1,novel,putative
Thbs1_Itgb1,Thbs1,Itgb1,novel,literature supported
Col4a5_Itgb1,Col4a5,Itgb1,novel,putative
Lgals3bp_Itgb1,Lgals3bp,Itgb1,novel,literature supported
Dusp18_Itgb1,Dusp18,Itgb1,known,EXCLUDED not ligand
Col5a2_Itgb1,Col5a2,Itgb1,novel,putative
Col3a1_Itgb1,Col3a1,Itgb1,novel,putative
Ntn1_Neo1,Ntn1,Neo1,novel,literature supported
Rgma_Neo1,Rgma,Neo1,known,literature supported
Rgmb_Neo1,Rgmb,Neo1,novel,literature supported
Tbc1d24_Neo1,Tbc1d24,Neo1,known,literature supported
Thpo_Mpl,Thpo,Mpl,known,literature supported
Tnfsf12_Tnfrsf12a,Tnfsf12,Tnfrsf12a,known,literature supported
Il2_Cd53,Il2,Cd53,novel,literature supported
Il4_Cd53,Il4,Cd53,novel,literature supported
Col1a2_Cd36,Col1a2,Cd36,novel,literature supported
Col1a1_Cd36,Col1a1,Cd36,novel,literature supported
Thbs1_Cd36,Thbs1,Cd36,known,literature supported
Sema3c_Nrp2,Sema3c,Nrp2,known,literature supported
Sema3f_Nrp2,Sema3f,Nrp2,known,literature supported
Sema3b_Nrp2,Sema3b,Nrp2,novel,literature supported
Vegfc_Nrp2,Vegfc,Nrp2,known,literature supported
Sema4f_Nrp2,Sema4f,Nrp2,novel,literature supported
Sema3g_Nrp2,Sema3g,Nrp2,novel,literature supported
Vegfa_Nrp2,Vegfa,Nrp2,known,literature supported
Sema3a_Nrp2,Sema3a,Nrp2,novel,literature supported
Pgf_Nrp2,Pgf,Nrp2,novel,literature supported
Krtap4-2_Aqp1,Krtap4-2,Aqp1,novel,literature supported
Krtap4-7_Aqp1,Krtap4-7,Aqp1,novel,literature supported
Gm11555_Aqp1,Gm11555,Aqp1,novel,literature supported
Krtap4-1_Aqp1,Krtap4-1,Aqp1,novel,literature supported
Gm11563_Aqp1,Gm11563,Aqp1,novel,literature supported
Efemp2_Aqp1,Efemp2,Aqp1,novel,literature supported
C3_Cd19,C3,Cd19,novel,literature supported
Efnb2_Rhbdl2,Efnb2,Rhbdl2,novel,literature supported
Efnb3_Rhbdl2,Efnb3,Rhbdl2,novel,literature supported
Bmp8a_Acvr1,Bmp8a,Acvr1,known,putative
Bmp8b_Acvr1,Bmp8b,Acvr1,known,putative
Tgfb2_Acvr1,Tgfb2,Acvr1,novel,putative
Bmp3_Acvr1,Bmp3,Acvr1,known,putative
Bmp2_Acvr1,Bmp2,Acvr1,known,literature supported
Bmp10_Acvr1,Bmp10,Acvr1,known,putative
Inhbe_Acvr1,Inhbe,Acvr1,novel,putative
Bmp5_Acvr1,Bmp5,Acvr1,known,putative
Bmp15_Acvr1,Bmp15,Acvr1,known,putative
Inhbc_Acvr1,Inhbc,Acvr1,known,literature supported
Bmp4_Acvr1,Bmp4,Acvr1,known,putative
Inhba_Acvr1,Inhba,Acvr1,known,literature supported
Uba52_Acvr1,Uba52,Acvr1,novel,EXCLUDED not ligand
Gm11808_Acvr1,Gm11808,Acvr1,novel,EXCLUDED not ligand
Inhbb_Acvr1,Inhbb,Acvr1,known,literature supported
Bmp7_Acvr1,Bmp7,Acvr1,known,literature supported
Bmp6_Acvr1,Bmp6,Acvr1,known,literature supported
Gdf2_Acvr1,Gdf2,Acvr1,novel,literature supported
Gdf5_Acvr1,Gdf5,Acvr1,novel,literature supported
Amh_Acvr1,Amh,Acvr1,novel,literature supported
Inha_Acvr1,Inha,Acvr1,known,putative
Fn1_Itgb7,Fn1,Itgb7,novel,literature supported
Adam2_Itgb7,Adam2,Itgb7,novel,literature supported
Vcam1_Itgb7,Vcam1,Itgb7,novel,literature supported
Cdh1_Itgb7,Cdh1,Itgb7,known,literature supported
Madcam1_Itgb7,Madcam1,Itgb7,known,literature supported
Galp_Galr1,Galp,Galr1,known,literature supported
Gal_Galr1,Gal,Galr1,known,literature supported
Rspo1_Lgr6,Rspo1,Lgr6,known,literature supported
Rspo2_Lgr6,Rspo2,Lgr6,known,literature supported
Rspo3_Lgr6,Rspo3,Lgr6,known,literature supported
Rspo4_Lgr6,Rspo4,Lgr6,known,literature supported
Efnb2_Ephb4,Efnb2,Ephb4,known,literature supported
Efnb3_Ephb4,Efnb3,Ephb4,known,literature supported
Efnb1_Ephb4,Efnb1,Ephb4,known,literature supported
Apoe_Sorl1,Apoe,Sorl1,known,literature supported
Lrpap1_Sorl1,Lrpap1,Sorl1,novel,literature supported
Fgb_Itga2b,Fgb,Itga2b,novel,literature supported
Fga_Itga2b,Fga,Itga2b,novel,literature supported
Fgg_Itga2b,Fgg,Itga2b,novel,literature supported
Fn1_Itga2b,Fn1,Itga2b,known,literature supported
Col1a2_Itga2b,Col1a2,Itga2b,novel,literature supported
Vtn_Itga2b,Vtn,Itga2b,novel,putative
Col2a1_Itga2b,Col2a1,Itga2b,novel,literature supported
F2_Itga2b,F2,Itga2b,novel,literature supported
Icam4_Itga2b,Icam4,Itga2b,known,literature supported
Calr_Itga2b,Calr,Itga2b,novel,literature supported
Thbs1_Itga2b,Thbs1,Itga2b,novel,literature supported
Vwf_Itga2b,Vwf,Itga2b,novel,literature supported
Tnf_Tnfrsf21,Tnf,Tnfrsf21,known,literature supported
App_Tnfrsf21,App,Tnfrsf21,novel,literature supported
Timp1_Cd63,Timp1,Cd63,novel,literature supported
H2-Bl_Kir3dl2,H2-Bl,Kir3dl2,novel,putative
H2-Q2_Kir3dl2,H2-Q2,Kir3dl2,novel,putative
H2-T23_Kir3dl2,H2-T23,Kir3dl2,novel,putative
H2-K1_Kir3dl2,H2-K1,Kir3dl2,novel,putative
H2-Q5_Kir3dl2,H2-Q5,Kir3dl2,novel,putative
H2-M5_Kir3dl2,H2-M5,Kir3dl2,novel,putative
H2-Q1_Kir3dl2,H2-Q1,Kir3dl2,novel,putative
H2-M2_Kir3dl2,H2-M2,Kir3dl2,novel,putative
H2-M11_Kir3dl2,H2-M11,Kir3dl2,novel,putative
H2-D1_Kir3dl2,H2-D1,Kir3dl2,novel,putative
H2-Q6_Kir3dl2,H2-Q6,Kir3dl2,novel,putative
H2-Q7_Kir3dl2,H2-Q7,Kir3dl2,novel,putative
H2-Q4_Kir3dl2,H2-Q4,Kir3dl2,novel,putative
Gm8909_Kir3dl2,Gm8909,Kir3dl2,novel,putative
Gm7030_Kir3dl2,Gm7030,Kir3dl2,novel,putative
H2-M3_Kir3dl2,H2-M3,Kir3dl2,novel,putative
H2-M9_Kir3dl2,H2-M9,Kir3dl2,novel,putative
H2-M1_Kir3dl2,H2-M1,Kir3dl2,novel,putative
H2-Q10_Kir3dl2,H2-Q10,Kir3dl2,novel,putative
Gm11127_Kir3dl2,Gm11127,Kir3dl2,novel,putative
H2-T3_Kir3dl2,H2-T3,Kir3dl2,novel,putative
B2m_Kir3dl2,B2m,Kir3dl2,novel,putative
H2-Bl_Kir3dl1,H2-Bl,Kir3dl1,novel,putative
