"Pair.Name","Ligand.ApprovedSymbol","Receptor.ApprovedSymbol","Mouse_LigandSym","Mouse_RecSym","Mouse.Pairs"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm8909","Kir3dl2","Gm8909_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm8909","Kir3dl1","Gm8909_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm7030","Kir3dl2","Gm7030_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm7030","Kir3dl1","Gm7030_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M3","Kir3dl2","H2-M3_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M3","Kir3dl1","H2-M3_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M9","Kir3dl2","H2-M9_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M9","Kir3dl1","H2-M9_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M1","Kir3dl2","H2-M1_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-M1","Kir3dl1","H2-M1_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-Q10","Kir3dl2","H2-Q10_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-Q10","Kir3dl1","H2-Q10_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm11127","Kir3dl2","Gm11127_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","Gm11127","Kir3dl1","Gm11127_Kir3dl1"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-T3","Kir3dl2","H2-T3_Kir3dl2"
"Hla-c_Kir2dl3","Hla-c","Kir2dl3","H2-T3","Kir3dl1","H2-T3_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Bl","Kir3dl2","H2-Bl_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Bl","Kir3dl1","H2-Bl_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q2","Kir3dl2","H2-Q2_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q2","Kir3dl1","H2-Q2_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-T23","Kir3dl2","H2-T23_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-T23","Kir3dl1","H2-T23_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-K1","Kir3dl2","H2-K1_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-K1","Kir3dl1","H2-K1_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q5","Kir3dl2","H2-Q5_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q5","Kir3dl1","H2-Q5_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M5","Kir3dl2","H2-M5_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M5","Kir3dl1","H2-M5_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q1","Kir3dl2","H2-Q1_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q1","Kir3dl1","H2-Q1_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M2","Kir3dl2","H2-M2_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M2","Kir3dl1","H2-M2_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M11","Kir3dl2","H2-M11_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M11","Kir3dl1","H2-M11_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-D1","Kir3dl2","H2-D1_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-D1","Kir3dl1","H2-D1_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q6","Kir3dl2","H2-Q6_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q6","Kir3dl1","H2-Q6_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q7","Kir3dl2","H2-Q7_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q7","Kir3dl1","H2-Q7_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q4","Kir3dl2","H2-Q4_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q4","Kir3dl1","H2-Q4_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm8909","Kir3dl2","Gm8909_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm8909","Kir3dl1","Gm8909_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm7030","Kir3dl2","Gm7030_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm7030","Kir3dl1","Gm7030_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M3","Kir3dl2","H2-M3_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M3","Kir3dl1","H2-M3_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M9","Kir3dl2","H2-M9_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M9","Kir3dl1","H2-M9_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M1","Kir3dl2","H2-M1_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-M1","Kir3dl1","H2-M1_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q10","Kir3dl2","H2-Q10_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-Q10","Kir3dl1","H2-Q10_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm11127","Kir3dl2","Gm11127_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","Gm11127","Kir3dl1","Gm11127_Kir3dl1"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-T3","Kir3dl2","H2-T3_Kir3dl2"
"Hla-c_Kir2ds4","Hla-c","Kir2ds4","H2-T3","Kir3dl1","H2-T3_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Bl","Kir3dl2","H2-Bl_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Bl","Kir3dl1","H2-Bl_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q2","Kir3dl2","H2-Q2_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q2","Kir3dl1","H2-Q2_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-T23","Kir3dl2","H2-T23_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-T23","Kir3dl1","H2-T23_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-K1","Kir3dl2","H2-K1_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-K1","Kir3dl1","H2-K1_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q5","Kir3dl2","H2-Q5_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q5","Kir3dl1","H2-Q5_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M5","Kir3dl2","H2-M5_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M5","Kir3dl1","H2-M5_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q1","Kir3dl2","H2-Q1_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q1","Kir3dl1","H2-Q1_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M2","Kir3dl2","H2-M2_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M2","Kir3dl1","H2-M2_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M11","Kir3dl2","H2-M11_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M11","Kir3dl1","H2-M11_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-D1","Kir3dl2","H2-D1_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-D1","Kir3dl1","H2-D1_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q6","Kir3dl2","H2-Q6_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q6","Kir3dl1","H2-Q6_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q7","Kir3dl2","H2-Q7_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q7","Kir3dl1","H2-Q7_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q4","Kir3dl2","H2-Q4_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q4","Kir3dl1","H2-Q4_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm8909","Kir3dl2","Gm8909_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm8909","Kir3dl1","Gm8909_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm7030","Kir3dl2","Gm7030_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm7030","Kir3dl1","Gm7030_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M3","Kir3dl2","H2-M3_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M3","Kir3dl1","H2-M3_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M9","Kir3dl2","H2-M9_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M9","Kir3dl1","H2-M9_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M1","Kir3dl2","H2-M1_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-M1","Kir3dl1","H2-M1_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q10","Kir3dl2","H2-Q10_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-Q10","Kir3dl1","H2-Q10_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm11127","Kir3dl2","Gm11127_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","Gm11127","Kir3dl1","Gm11127_Kir3dl1"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-T3","Kir3dl2","H2-T3_Kir3dl2"
"Hla-c_Kir3dl1","Hla-c","Kir3dl1","H2-T3","Kir3dl1","H2-T3_Kir3dl1"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Bl",NA,"H2-Bl_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q2",NA,"H2-Q2_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-T23",NA,"H2-T23_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-K1",NA,"H2-K1_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q5",NA,"H2-Q5_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M5",NA,"H2-M5_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q1",NA,"H2-Q1_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M2",NA,"H2-M2_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M11",NA,"H2-M11_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-D1",NA,"H2-D1_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q6",NA,"H2-Q6_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q7",NA,"H2-Q7_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q4",NA,"H2-Q4_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","Gm8909",NA,"Gm8909_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","Gm7030",NA,"Gm7030_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M3",NA,"H2-M3_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M9",NA,"H2-M9_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-M1",NA,"H2-M1_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-Q10",NA,"H2-Q10_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","Gm11127",NA,"Gm11127_NA"
"Hla-c_Lilra3","Hla-c","Lilra3","H2-T3",NA,"H2-T3_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Bl",NA,"H2-Bl_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q2",NA,"H2-Q2_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-T23",NA,"H2-T23_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-K1",NA,"H2-K1_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q5",NA,"H2-Q5_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M5",NA,"H2-M5_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q1",NA,"H2-Q1_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M2",NA,"H2-M2_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M11",NA,"H2-M11_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-D1",NA,"H2-D1_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q6",NA,"H2-Q6_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q7",NA,"H2-Q7_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q4",NA,"H2-Q4_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","Gm8909",NA,"Gm8909_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","Gm7030",NA,"Gm7030_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M3",NA,"H2-M3_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M9",NA,"H2-M9_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-M1",NA,"H2-M1_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-Q10",NA,"H2-Q10_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","Gm11127",NA,"Gm11127_NA"
"Hla-c_Lilrb1","Hla-c","Lilrb1","H2-T3",NA,"H2-T3_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Bl",NA,"H2-Bl_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q2",NA,"H2-Q2_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-T23",NA,"H2-T23_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-K1",NA,"H2-K1_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q5",NA,"H2-Q5_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M5",NA,"H2-M5_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q1",NA,"H2-Q1_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M2",NA,"H2-M2_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M11",NA,"H2-M11_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-D1",NA,"H2-D1_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q6",NA,"H2-Q6_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q7",NA,"H2-Q7_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q4",NA,"H2-Q4_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","Gm8909",NA,"Gm8909_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","Gm7030",NA,"Gm7030_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M3",NA,"H2-M3_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M9",NA,"H2-M9_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-M1",NA,"H2-M1_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-Q10",NA,"H2-Q10_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","Gm11127",NA,"Gm11127_NA"
"Hla-c_Lilrb2","Hla-c","Lilrb2","H2-T3",NA,"H2-T3_NA"
"Hla-c_Notch4","Hla-c","Notch4","H2-Bl","Notch4","H2-Bl_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q2","Notch4","H2-Q2_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-T23","Notch4","H2-T23_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-K1","Notch4","H2-K1_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q5","Notch4","H2-Q5_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M5","Notch4","H2-M5_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q1","Notch4","H2-Q1_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M2","Notch4","H2-M2_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M11","Notch4","H2-M11_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-D1","Notch4","H2-D1_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q6","Notch4","H2-Q6_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q7","Notch4","H2-Q7_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q4","Notch4","H2-Q4_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","Gm8909","Notch4","Gm8909_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","Gm7030","Notch4","Gm7030_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M3","Notch4","H2-M3_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M9","Notch4","H2-M9_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-M1","Notch4","H2-M1_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-Q10","Notch4","H2-Q10_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","Gm11127","Notch4","Gm11127_Notch4"
"Hla-c_Notch4","Hla-c","Notch4","H2-T3","Notch4","H2-T3_Notch4"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Bl",NA,"H2-Bl_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q2",NA,"H2-Q2_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-T23",NA,"H2-T23_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-K1",NA,"H2-K1_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q5",NA,"H2-Q5_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M5",NA,"H2-M5_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q1",NA,"H2-Q1_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M2",NA,"H2-M2_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M11",NA,"H2-M11_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-D1",NA,"H2-D1_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q6",NA,"H2-Q6_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q7",NA,"H2-Q7_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q4",NA,"H2-Q4_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","Gm8909",NA,"Gm8909_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","Gm7030",NA,"Gm7030_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M3",NA,"H2-M3_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M9",NA,"H2-M9_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-M1",NA,"H2-M1_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-Q10",NA,"H2-Q10_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","Gm11127",NA,"Gm11127_NA"
"Hla-c_Slc9c2","Hla-c","Slc9c2","H2-T3",NA,"H2-T3_NA"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Bl","Kir3dl2","H2-Bl_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Bl","Kir3dl1","H2-Bl_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q2","Kir3dl2","H2-Q2_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q2","Kir3dl1","H2-Q2_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-T23","Kir3dl2","H2-T23_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-T23","Kir3dl1","H2-T23_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-K1","Kir3dl2","H2-K1_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-K1","Kir3dl1","H2-K1_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q5","Kir3dl2","H2-Q5_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q5","Kir3dl1","H2-Q5_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M5","Kir3dl2","H2-M5_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M5","Kir3dl1","H2-M5_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q1","Kir3dl2","H2-Q1_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q1","Kir3dl1","H2-Q1_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M2","Kir3dl2","H2-M2_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M2","Kir3dl1","H2-M2_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M11","Kir3dl2","H2-M11_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M11","Kir3dl1","H2-M11_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-D1","Kir3dl2","H2-D1_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-D1","Kir3dl1","H2-D1_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q6","Kir3dl2","H2-Q6_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q6","Kir3dl1","H2-Q6_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q7","Kir3dl2","H2-Q7_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q7","Kir3dl1","H2-Q7_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q4","Kir3dl2","H2-Q4_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q4","Kir3dl1","H2-Q4_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm8909","Kir3dl2","Gm8909_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm8909","Kir3dl1","Gm8909_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm7030","Kir3dl2","Gm7030_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm7030","Kir3dl1","Gm7030_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M3","Kir3dl2","H2-M3_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M3","Kir3dl1","H2-M3_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M9","Kir3dl2","H2-M9_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M9","Kir3dl1","H2-M9_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M1","Kir3dl2","H2-M1_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-M1","Kir3dl1","H2-M1_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q10","Kir3dl2","H2-Q10_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-Q10","Kir3dl1","H2-Q10_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm11127","Kir3dl2","Gm11127_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","Gm11127","Kir3dl1","Gm11127_Kir3dl1"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-T3","Kir3dl2","H2-T3_Kir3dl2"
"Hla-e_Kir3dl1","Hla-e","Kir3dl1","H2-T3","Kir3dl1","H2-T3_Kir3dl1"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Bl","Klrc1","H2-Bl_Klrc1"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Bl","Klrc2","H2-Bl_Klrc2"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Bl","Klrc3","H2-Bl_Klrc3"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Q2","Klrc1","H2-Q2_Klrc1"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Q2","Klrc2","H2-Q2_Klrc2"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-Q2","Klrc3","H2-Q2_Klrc3"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-T23","Klrc1","H2-T23_Klrc1"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-T23","Klrc2","H2-T23_Klrc2"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-T23","Klrc3","H2-T23_Klrc3"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-K1","Klrc1","H2-K1_Klrc1"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-K1","Klrc2","H2-K1_Klrc2"
"Hla-e_Klrc1","Hla-e","Klrc1","H2-K1","Klrc3","H2-K1_Klrc3"
